rag_place_id,name,province,city,area,address,category,category_main,category_sub,short_description,rating,quality_score,recommended_use,requires_realtime_check,current_images_json,source_url,source,destination_group,official_search_query,image_search_query,wikimedia_search_query,source_page_search_query,notes_for_human_check
LA_0064,Vườn thanh long Châu Thành,Long An,Long An,Châu Thành,"Châu Thành, Long An",culture,Văn hóa cộng đồng,Chợ/làng nghề/miệt vườn,Điểm chợ/làng nghề/miệt vườn tiêu biểu tại Châu Thành.,3.9,7.8,supporting,1,[],https://vietnamtourism.gov.vn/post/34875,Cục Du lịch Quốc gia Việt Nam; Cổng thông tin du lịch Long An; tổng hợp nguồn công khai,Long An - Tân An/Bến Lức/vùng ven Sài Gòn,Vườn thanh long Châu Thành Châu Thành Long An ảnh chính thức du lịch,Vườn thanh long Châu Thành Châu Thành Long An Chợ/làng nghề/miệt vườn ảnh địa điểm du lịch,Vườn thanh long Châu Thành Châu Thành Long An Wikimedia Commons,Vườn thanh long Châu Thành Châu Thành Long An site:vietnam.travel OR site:vietnamtourism.gov.vn OR site:*.gov.vn,"Chỉ dùng image_url trực tiếp .jpg/.png/.webp; không dùng trang HTML, ảnh random, placeholder; phải ghi nguồn/credit."
LA_0065,Chợ Châu Thành Long An,Long An,Long An,Châu Thành,"Châu Thành, Long An",culture,Văn hóa cộng đồng,Chợ/làng nghề/miệt vườn,Điểm chợ/làng nghề/miệt vườn tiêu biểu tại Châu Thành.,3.9,7.8,supporting,1,[],https://vietnamtourism.gov.vn/post/34875,Cục Du lịch Quốc gia Việt Nam; Cổng thông tin du lịch Long An; tổng hợp nguồn công khai,Long An - Tân An/Bến Lức/vùng ven Sài Gòn,Chợ Châu Thành Long An Châu Thành Long An ảnh chính thức du lịch,Chợ Châu Thành Long An Châu Thành Long An Chợ/làng nghề/miệt vườn ảnh địa điểm du lịch,Chợ Châu Thành Long An Châu Thành Long An Wikimedia Commons,Chợ Châu Thành Long An Châu Thành Long An site:vietnam.travel OR site:vietnamtourism.gov.vn OR site:*.gov.vn,"Chỉ dùng image_url trực tiếp .jpg/.png/.webp; không dùng trang HTML, ảnh random, placeholder; phải ghi nguồn/credit."
NDI_0012,Chợ Rồng Nam Định,Nam Định,Nam Định,TP Nam Định,"TP Nam Định, Nam Định",food,Ẩm thực,Chợ/đặc sản,Điểm chợ/đặc sản tiêu biểu tại TP Nam Định.,3.6,7.2,optional,1,[],https://vietnamtourism.gov.vn/post/12251,Cục Du lịch Quốc gia Việt Nam; Vườn quốc gia Xuân Thủy; tổng hợp nguồn công khai,Nam Định - Trần/Phủ Dầy,Chợ Rồng Nam Định TP Nam Định Nam Định ảnh chính thức du lịch,Chợ Rồng Nam Định TP Nam Định Nam Định Chợ/đặc sản ảnh địa điểm du lịch,Chợ Rồng Nam Định TP Nam Định Nam Định Wikimedia Commons,Chợ Rồng Nam Định TP Nam Định Nam Định site:vietnam.travel OR site:vietnamtourism.gov.vn OR site:*.gov.vn,"Chỉ dùng image_url trực tiếp .jpg/.png/.webp; không dùng trang HTML, ảnh random, placeholder; phải ghi nguồn/credit."
NDI_0014,Phố ẩm thực đêm Nam Định,Nam Định,Nam Định,TP Nam Định,"TP Nam Định, Nam Định",food,Ẩm thực,Chợ/đặc sản,Điểm chợ/đặc sản tiêu biểu tại TP Nam Định.,3.6,7.2,optional,1,[],https://vietnamtourism.gov.vn/post/12251,Cục Du lịch Quốc gia Việt Nam; Vườn quốc gia Xuân Thủy; tổng hợp nguồn công khai,Nam Định - Trần/Phủ Dầy,Phố ẩm thực đêm Nam Định TP Nam Định Nam Định ảnh chính thức du lịch,Phố ẩm thực đêm Nam Định TP Nam Định Nam Định Chợ/đặc sản ảnh địa điểm du lịch,Phố ẩm thực đêm Nam Định TP Nam Định Nam Định Wikimedia Commons,Phố ẩm thực đêm Nam Định TP Nam Định Nam Định site:vietnam.travel OR site:vietnamtourism.gov.vn OR site:*.gov.vn,"Chỉ dùng image_url trực tiếp .jpg/.png/.webp; không dùng trang HTML, ảnh random, placeholder; phải ghi nguồn/credit."
NDI_0035,Cầu ngói Chợ Lương,Nam Định,Nam Định,Hải Hậu,"Xã Hải Anh, Hải Hậu, Nam Định",food,Ẩm thực,Chợ/đặc sản,Điểm chợ/đặc sản tiêu biểu tại Hải Hậu.,3.6,7.2,optional,1,[],https://vietnamtourism.gov.vn/post/12251,Cục Du lịch Quốc gia Việt Nam; Vườn quốc gia Xuân Thủy; tổng hợp nguồn công khai,Nam Định - Hải Hậu,Cầu ngói Chợ Lương Hải Hậu Nam Định ảnh chính thức du lịch,Cầu ngói Chợ Lương Hải Hậu Nam Định Chợ/đặc sản ảnh địa điểm du lịch,Cầu ngói Chợ Lương Hải Hậu Nam Định Wikimedia Commons,Cầu ngói Chợ Lương Hải Hậu Nam Định site:vietnam.travel OR site:vietnamtourism.gov.vn OR site:*.gov.vn,"Chỉ dùng image_url trực tiếp .jpg/.png/.webp; không dùng trang HTML, ảnh random, placeholder; phải ghi nguồn/credit."
NDI_0065,Cầu ngói chợ Thượng,Nam Định,Nam Định,Nam Trực,"Xã Bình Minh, Nam Trực, Nam Định",food,Ẩm thực,Chợ/đặc sản,Điểm chợ/đặc sản tiêu biểu tại Nam Trực.,3.6,7.2,optional,1,[],https://vietnamtourism.gov.vn/post/12251,Cục Du lịch Quốc gia Việt Nam; Vườn quốc gia Xuân Thủy; tổng hợp nguồn công khai,Nam Định - Nam Trực,Cầu ngói chợ Thượng Nam Trực Nam Định ảnh chính thức du lịch,Cầu ngói chợ Thượng Nam Trực Nam Định Chợ/đặc sản ảnh địa điểm du lịch,Cầu ngói chợ Thượng Nam Trực Nam Định Wikimedia Commons,Cầu ngói chợ Thượng Nam Trực Nam Định site:vietnam.travel OR site:vietnamtourism.gov.vn OR site:*.gov.vn,"Chỉ dùng image_url trực tiếp .jpg/.png/.webp; không dùng trang HTML, ảnh random, placeholder; phải ghi nguồn/credit."
NDI_0069,Chợ Viềng Nam Trực,Nam Định,Nam Định,Nam Trực,"Nam Trực, Nam Định",food,Ẩm thực,Chợ/đặc sản,Điểm chợ/đặc sản tiêu biểu tại Nam Trực.,3.6,7.2,optional,1,[],https://vietnamtourism.gov.vn/post/12251,Cục Du lịch Quốc gia Việt Nam; Vườn quốc gia Xuân Thủy; tổng hợp nguồn công khai,Nam Định - Nam Trực,Chợ Viềng Nam Trực Nam Trực Nam Định ảnh chính thức du lịch,Chợ Viềng Nam Trực Nam Trực Nam Định Chợ/đặc sản ảnh địa điểm du lịch,Chợ Viềng Nam Trực Nam Trực Nam Định Wikimedia Commons,Chợ Viềng Nam Trực Nam Trực Nam Định site:vietnam.travel OR site:vietnamtourism.gov.vn OR site:*.gov.vn,"Chỉ dùng image_url trực tiếp .jpg/.png/.webp; không dùng trang HTML, ảnh random, placeholder; phải ghi nguồn/credit."
NDI_0007,Cột cờ Nam Định,Nam Định,Nam Định,TP Nam Định,"TP Nam Định, Nam Định",culture,Di tích,Điểm tham quan văn hóa,Điểm điểm tham quan văn hóa tiêu biểu tại TP Nam Định.,3.6,7.2,optional,1,[],https://vietnamtourism.gov.vn/post/12251,Cục Du lịch Quốc gia Việt Nam; Vườn quốc gia Xuân Thủy; tổng hợp nguồn công khai,Nam Định - Trần/Phủ Dầy,Cột cờ Nam Định TP Nam Định Nam Định ảnh chính thức du lịch,Cột cờ Nam Định TP Nam Định Nam Định Điểm tham quan văn hóa ảnh địa điểm du lịch,Cột cờ Nam Định TP Nam Định Nam Định Wikimedia Commons,Cột cờ Nam Định TP Nam Định Nam Định site:vietnam.travel OR site:vietnamtourism.gov.vn OR site:*.gov.vn,"Chỉ dùng image_url trực tiếp .jpg/.png/.webp; không dùng trang HTML, ảnh random, placeholder; phải ghi nguồn/credit."
NDI_0013,Phố cổ Nam Định,Nam Định,Nam Định,TP Nam Định,Khu trung tâm TP Nam Định,culture,Di tích,Điểm tham quan văn hóa,Điểm điểm tham quan văn hóa tiêu biểu tại TP Nam Định.,3.6,7.2,optional,1,[],https://vietnamtourism.gov.vn/post/12251,Cục Du lịch Quốc gia Việt Nam; Vườn quốc gia Xuân Thủy; tổng hợp nguồn công khai,Nam Định - Trần/Phủ Dầy,Phố cổ Nam Định TP Nam Định Nam Định ảnh chính thức du lịch,Phố cổ Nam Định TP Nam Định Nam Định Điểm tham quan văn hóa ảnh địa điểm du lịch,Phố cổ Nam Định TP Nam Định Nam Định Wikimedia Commons,Phố cổ Nam Định TP Nam Định Nam Định site:vietnam.travel OR site:vietnamtourism.gov.vn OR site:*.gov.vn,"Chỉ dùng image_url trực tiếp .jpg/.png/.webp; không dùng trang HTML, ảnh random, placeholder; phải ghi nguồn/credit."
NDI_0016,Nhà lưu niệm Trần Tế Xương,Nam Định,Nam Định,TP Nam Định,"TP Nam Định, Nam Định",culture,Di tích,Điểm tham quan văn hóa,Điểm điểm tham quan văn hóa tiêu biểu tại TP Nam Định.,3.6,7.2,optional,1,[],https://vietnamtourism.gov.vn/post/12251,Cục Du lịch Quốc gia Việt Nam; Vườn quốc gia Xuân Thủy; tổng hợp nguồn công khai,Nam Định - Trần/Phủ Dầy,Nhà lưu niệm Trần Tế Xương TP Nam Định Nam Định ảnh chính thức du lịch,Nhà lưu niệm Trần Tế Xương TP Nam Định Nam Định Điểm tham quan văn hóa ảnh địa điểm du lịch,Nhà lưu niệm Trần Tế Xương TP Nam Định Nam Định Wikimedia Commons,Nhà lưu niệm Trần Tế Xương TP Nam Định Nam Định site:vietnam.travel OR site:vietnamtourism.gov.vn OR site:*.gov.vn,"Chỉ dùng image_url trực tiếp .jpg/.png/.webp; không dùng trang HTML, ảnh random, placeholder; phải ghi nguồn/credit."
NDI_0022,Lăng Mẫu Liễu Hạnh,Nam Định,Nam Định,Vụ Bản,"Kim Thái, Vụ Bản, Nam Định",culture,Di tích,Điểm tham quan văn hóa,Điểm điểm tham quan văn hóa tiêu biểu tại Vụ Bản.,3.6,7.2,optional,1,[],https://vietnamtourism.gov.vn/post/12251,Cục Du lịch Quốc gia Việt Nam; Vườn quốc gia Xuân Thủy; tổng hợp nguồn công khai,Nam Định - Trần/Phủ Dầy,Lăng Mẫu Liễu Hạnh Vụ Bản Nam Định ảnh chính thức du lịch,Lăng Mẫu Liễu Hạnh Vụ Bản Nam Định Điểm tham quan văn hóa ảnh địa điểm du lịch,Lăng Mẫu Liễu Hạnh Vụ Bản Nam Định Wikimedia Commons,Lăng Mẫu Liễu Hạnh Vụ Bản Nam Định site:vietnam.travel OR site:vietnamtourism.gov.vn OR site:*.gov.vn,"Chỉ dùng image_url trực tiếp .jpg/.png/.webp; không dùng trang HTML, ảnh random, placeholder; phải ghi nguồn/credit."
NDI_0028,Tòa Giám mục Bùi Chu,Nam Định,Nam Định,Xuân Trường,"Xuân Ngọc, Xuân Trường, Nam Định",culture,Di tích,Điểm tham quan văn hóa,Điểm điểm tham quan văn hóa tiêu biểu tại Xuân Trường.,4.5,9.0,main,1,[],https://vietnamtourism.gov.vn/post/12251,Cục Du lịch Quốc gia Việt Nam; Vườn quốc gia Xuân Thủy; tổng hợp nguồn công khai,Nam Định - Xuân Trường,Tòa Giám mục Bùi Chu Xuân Trường Nam Định ảnh chính thức du lịch,Tòa Giám mục Bùi Chu Xuân Trường Nam Định Điểm tham quan văn hóa ảnh địa điểm du lịch,Tòa Giám mục Bùi Chu Xuân Trường Nam Định Wikimedia Commons,Tòa Giám mục Bùi Chu Xuân Trường Nam Định site:vietnam.travel OR site:vietnamtourism.gov.vn OR site:*.gov.vn,"Chỉ dùng image_url trực tiếp .jpg/.png/.webp; không dùng trang HTML, ảnh random, placeholder; phải ghi nguồn/credit."
NDI_0033,Nhà lưu niệm Cố Tổng Bí thư Lê Đức Thọ,Nam Định,Nam Định,Nam Trực,"Nam Vân, Nam Trực, Nam Định",culture,Di tích,Điểm tham quan văn hóa,Điểm điểm tham quan văn hóa tiêu biểu tại Nam Trực.,3.6,7.2,optional,1,[],https://vietnamtourism.gov.vn/post/12251,Cục Du lịch Quốc gia Việt Nam; Vườn quốc gia Xuân Thủy; tổng hợp nguồn công khai,Nam Định - Nam Trực,Nhà lưu niệm Cố Tổng Bí thư Lê Đức Thọ Nam Trực Nam Định ảnh chính thức du lịch,Nhà lưu niệm Cố Tổng Bí thư Lê Đức Thọ Nam Trực Nam Định Điểm tham quan văn hóa ảnh địa điểm du lịch,Nhà lưu niệm Cố Tổng Bí thư Lê Đức Thọ Nam Trực Nam Định Wikimedia Commons,Nhà lưu niệm Cố Tổng Bí thư Lê Đức Thọ Nam Trực Nam Định site:vietnam.travel OR site:vietnamtourism.gov.vn OR site:*.gov.vn,"Chỉ dùng image_url trực tiếp .jpg/.png/.webp; không dùng trang HTML, ảnh random, placeholder; phải ghi nguồn/credit."
NDI_0051,Cửa Ba Lạt,Nam Định,Nam Định,Giao Thủy,"Giao Thiện, Giao Thủy, Nam Định",culture,Di tích,Điểm tham quan văn hóa,Điểm điểm tham quan văn hóa tiêu biểu tại Giao Thủy.,3.6,7.2,optional,1,[],https://nbca.gov.vn/vuon-quoc-gia-xuan-thuy-nam-dinh/,Cục Du lịch Quốc gia Việt Nam; Vườn quốc gia Xuân Thủy; tổng hợp nguồn công khai,Nam Định - Giao Thủy,Cửa Ba Lạt Giao Thủy Nam Định ảnh chính thức du lịch,Cửa Ba Lạt Giao Thủy Nam Định Điểm tham quan văn hóa ảnh địa điểm du lịch,Cửa Ba Lạt Giao Thủy Nam Định Wikimedia Commons,Cửa Ba Lạt Giao Thủy Nam Định site:vietnam.travel OR site:vietnamtourism.gov.vn OR site:*.gov.vn,"Chỉ dùng image_url trực tiếp .jpg/.png/.webp; không dùng trang HTML, ảnh random, placeholder; phải ghi nguồn/credit."
NDI_0052,Rừng ngập mặn Giao Thủy,Nam Định,Nam Định,Giao Thủy,"Vùng đệm VQG Xuân Thủy, Nam Định",culture,Di tích,Điểm tham quan văn hóa,Điểm điểm tham quan văn hóa tiêu biểu tại Giao Thủy.,3.6,7.2,optional,1,[],https://www.vuonquocgiaxuanthuy.org.vn/,Cục Du lịch Quốc gia Việt Nam; Vườn quốc gia Xuân Thủy; tổng hợp nguồn công khai,Nam Định - Giao Thủy,Rừng ngập mặn Giao Thủy Giao Thủy Nam Định ảnh chính thức du lịch,Rừng ngập mặn Giao Thủy Giao Thủy Nam Định Điểm tham quan văn hóa ảnh địa điểm du lịch,Rừng ngập mặn Giao Thủy Giao Thủy Nam Định Wikimedia Commons,Rừng ngập mặn Giao Thủy Giao Thủy Nam Định site:vietnam.travel OR site:vietnamtourism.gov.vn OR site:*.gov.vn,"Chỉ dùng image_url trực tiếp .jpg/.png/.webp; không dùng trang HTML, ảnh random, placeholder; phải ghi nguồn/credit."
NDI_0053,Bến cá Quất Lâm,Nam Định,Nam Định,Giao Thủy,"Quất Lâm, Giao Thủy, Nam Định",culture,Di tích,Điểm tham quan văn hóa,Điểm điểm tham quan văn hóa tiêu biểu tại Giao Thủy.,3.6,7.2,optional,1,[],https://vietnamtourism.gov.vn/post/12251,Cục Du lịch Quốc gia Việt Nam; Vườn quốc gia Xuân Thủy; tổng hợp nguồn công khai,Nam Định - Giao Thủy,Bến cá Quất Lâm Giao Thủy Nam Định ảnh chính thức du lịch,Bến cá Quất Lâm Giao Thủy Nam Định Điểm tham quan văn hóa ảnh địa điểm du lịch,Bến cá Quất Lâm Giao Thủy Nam Định Wikimedia Commons,Bến cá Quất Lâm Giao Thủy Nam Định site:vietnam.travel OR site:vietnamtourism.gov.vn OR site:*.gov.vn,"Chỉ dùng image_url trực tiếp .jpg/.png/.webp; không dùng trang HTML, ảnh random, placeholder; phải ghi nguồn/credit."
NDI_0059,Khu sinh thái Nam Điền,Nam Định,Nam Định,Nghĩa Hưng,"Nam Điền, Nghĩa Hưng, Nam Định",culture,Di tích,Điểm tham quan văn hóa,Điểm điểm tham quan văn hóa tiêu biểu tại Nghĩa Hưng.,3.6,7.2,optional,1,[],https://vietnamtourism.gov.vn/post/12251,Cục Du lịch Quốc gia Việt Nam; Vườn quốc gia Xuân Thủy; tổng hợp nguồn công khai,Nam Định - Nghĩa Hưng,Khu sinh thái Nam Điền Nghĩa Hưng Nam Định ảnh chính thức du lịch,Khu sinh thái Nam Điền Nghĩa Hưng Nam Định Điểm tham quan văn hóa ảnh địa điểm du lịch,Khu sinh thái Nam Điền Nghĩa Hưng Nam Định Wikimedia Commons,Khu sinh thái Nam Điền Nghĩa Hưng Nam Định site:vietnam.travel OR site:vietnamtourism.gov.vn OR site:*.gov.vn,"Chỉ dùng image_url trực tiếp .jpg/.png/.webp; không dùng trang HTML, ảnh random, placeholder; phải ghi nguồn/credit."
NDI_0060,Vùng muối Nghĩa Hưng,Nam Định,Nam Định,Nghĩa Hưng,"Nghĩa Hưng, Nam Định",culture,Di tích,Điểm tham quan văn hóa,Điểm điểm tham quan văn hóa tiêu biểu tại Nghĩa Hưng.,3.6,7.2,optional,1,[],https://vietnamtourism.gov.vn/post/12251,Cục Du lịch Quốc gia Việt Nam; Vườn quốc gia Xuân Thủy; tổng hợp nguồn công khai,Nam Định - Nghĩa Hưng,Vùng muối Nghĩa Hưng Nghĩa Hưng Nam Định ảnh chính thức du lịch,Vùng muối Nghĩa Hưng Nghĩa Hưng Nam Định Điểm tham quan văn hóa ảnh địa điểm du lịch,Vùng muối Nghĩa Hưng Nghĩa Hưng Nam Định Wikimedia Commons,Vùng muối Nghĩa Hưng Nghĩa Hưng Nam Định site:vietnam.travel OR site:vietnamtourism.gov.vn OR site:*.gov.vn,"Chỉ dùng image_url trực tiếp .jpg/.png/.webp; không dùng trang HTML, ảnh random, placeholder; phải ghi nguồn/credit."
NDI_0081,Đình Vị Hoàng,Nam Định,Nam Định,TP Nam Định,"TP Nam Định, Nam Định",culture,Di tích,Đình làng,Điểm đình làng tiêu biểu tại TP Nam Định.,3.6,7.2,optional,1,[],https://vietnamtourism.gov.vn/post/12251,Cục Du lịch Quốc gia Việt Nam; Vườn quốc gia Xuân Thủy; tổng hợp nguồn công khai,Nam Định - Trần/Phủ Dầy,Đình Vị Hoàng TP Nam Định Nam Định ảnh chính thức du lịch,Đình Vị Hoàng TP Nam Định Nam Định Đình làng ảnh địa điểm du lịch,Đình Vị Hoàng TP Nam Định Nam Định Wikimedia Commons,Đình Vị Hoàng TP Nam Định Nam Định site:vietnam.travel OR site:vietnamtourism.gov.vn OR site:*.gov.vn,"Chỉ dùng image_url trực tiếp .jpg/.png/.webp; không dùng trang HTML, ảnh random, placeholder; phải ghi nguồn/credit."
NDI_0095,Đình La Ngạn,Nam Định,Nam Định,Ý Yên,"Ý Yên, Nam Định",culture,Di tích,Đình làng,Điểm đình làng tiêu biểu tại Ý Yên.,3.6,7.2,optional,1,[],https://vietnamtourism.gov.vn/post/12251,Cục Du lịch Quốc gia Việt Nam; Vườn quốc gia Xuân Thủy; tổng hợp nguồn công khai,Nam Định - Ý Yên,Đình La Ngạn Ý Yên Nam Định ảnh chính thức du lịch,Đình La Ngạn Ý Yên Nam Định Đình làng ảnh địa điểm du lịch,Đình La Ngạn Ý Yên Nam Định Wikimedia Commons,Đình La Ngạn Ý Yên Nam Định site:vietnam.travel OR site:vietnamtourism.gov.vn OR site:*.gov.vn,"Chỉ dùng image_url trực tiếp .jpg/.png/.webp; không dùng trang HTML, ảnh random, placeholder; phải ghi nguồn/credit."
NDI_0098,Khu sinh thái Giao Phong,Nam Định,Nam Định,Giao Thủy,"Giao Phong, Giao Thủy, Nam Định",culture,Di tích,Điểm tham quan văn hóa,Điểm điểm tham quan văn hóa tiêu biểu tại Giao Thủy.,3.6,7.2,optional,1,[],https://vietnamtourism.gov.vn/post/12251,Cục Du lịch Quốc gia Việt Nam; Vườn quốc gia Xuân Thủy; tổng hợp nguồn công khai,Nam Định - Giao Thủy,Khu sinh thái Giao Phong Giao Thủy Nam Định ảnh chính thức du lịch,Khu sinh thái Giao Phong Giao Thủy Nam Định Điểm tham quan văn hóa ảnh địa điểm du lịch,Khu sinh thái Giao Phong Giao Thủy Nam Định Wikimedia Commons,Khu sinh thái Giao Phong Giao Thủy Nam Định site:vietnam.travel OR site:vietnamtourism.gov.vn OR site:*.gov.vn,"Chỉ dùng image_url trực tiếp .jpg/.png/.webp; không dùng trang HTML, ảnh random, placeholder; phải ghi nguồn/credit."
NDI_0100,Khu trải nghiệm nuôi ngao Giao Thủy,Nam Định,Nam Định,Giao Thủy,"Vùng ven biển Giao Thủy, Nam Định",culture,Di tích,Điểm tham quan văn hóa,Điểm điểm tham quan văn hóa tiêu biểu tại Giao Thủy.,3.6,7.2,optional,1,[],https://vietnamtourism.gov.vn/post/12251,Cục Du lịch Quốc gia Việt Nam; Vườn quốc gia Xuân Thủy; tổng hợp nguồn công khai,Nam Định - Giao Thủy,Khu trải nghiệm nuôi ngao Giao Thủy Giao Thủy Nam Định ảnh chính thức du lịch,Khu trải nghiệm nuôi ngao Giao Thủy Giao Thủy Nam Định Điểm tham quan văn hóa ảnh địa điểm du lịch,Khu trải nghiệm nuôi ngao Giao Thủy Giao Thủy Nam Định Wikimedia Commons,Khu trải nghiệm nuôi ngao Giao Thủy Giao Thủy Nam Định site:vietnam.travel OR site:vietnamtourism.gov.vn OR site:*.gov.vn,"Chỉ dùng image_url trực tiếp .jpg/.png/.webp; không dùng trang HTML, ảnh random, placeholder; phải ghi nguồn/credit."
NDI_0106,Đình Hành Thiện,Nam Định,Nam Định,Xuân Trường,"Xuân Hồng, Xuân Trường, Nam Định",culture,Di tích,Đình làng,Điểm đình làng tiêu biểu tại Xuân Trường.,3.6,7.2,optional,1,[],https://vietnamtourism.gov.vn/post/12251,Cục Du lịch Quốc gia Việt Nam; Vườn quốc gia Xuân Thủy; tổng hợp nguồn công khai,Nam Định - Xuân Trường,Đình Hành Thiện Xuân Trường Nam Định ảnh chính thức du lịch,Đình Hành Thiện Xuân Trường Nam Định Đình làng ảnh địa điểm du lịch,Đình Hành Thiện Xuân Trường Nam Định Wikimedia Commons,Đình Hành Thiện Xuân Trường Nam Định site:vietnam.travel OR site:vietnamtourism.gov.vn OR site:*.gov.vn,"Chỉ dùng image_url trực tiếp .jpg/.png/.webp; không dùng trang HTML, ảnh random, placeholder; phải ghi nguồn/credit."
NDI_0112,Bến thuyền Xuân Thủy,Nam Định,Nam Định,Giao Thủy,"Giao Thiện, Giao Thủy, Nam Định",culture,Di tích,Điểm tham quan văn hóa,Điểm điểm tham quan văn hóa tiêu biểu tại Giao Thủy.,4.5,9.0,main,1,[],https://www.vuonquocgiaxuanthuy.org.vn/,Cục Du lịch Quốc gia Việt Nam; Vườn quốc gia Xuân Thủy; tổng hợp nguồn công khai,Nam Định - Giao Thủy,Bến thuyền Xuân Thủy Giao Thủy Nam Định ảnh chính thức du lịch,Bến thuyền Xuân Thủy Giao Thủy Nam Định Điểm tham quan văn hóa ảnh địa điểm du lịch,Bến thuyền Xuân Thủy Giao Thủy Nam Định Wikimedia Commons,Bến thuyền Xuân Thủy Giao Thủy Nam Định site:vietnam.travel OR site:vietnamtourism.gov.vn OR site:*.gov.vn,"Chỉ dùng image_url trực tiếp .jpg/.png/.webp; không dùng trang HTML, ảnh random, placeholder; phải ghi nguồn/credit."
NDI_0113,Trạm quan sát chim Xuân Thủy,Nam Định,Nam Định,Giao Thủy,"VQG Xuân Thủy, Giao Thủy, Nam Định",culture,Di tích,Điểm tham quan văn hóa,Điểm điểm tham quan văn hóa tiêu biểu tại Giao Thủy.,4.5,9.0,main,1,[],https://www.vuonquocgiaxuanthuy.org.vn/,Cục Du lịch Quốc gia Việt Nam; Vườn quốc gia Xuân Thủy; tổng hợp nguồn công khai,Nam Định - Giao Thủy,Trạm quan sát chim Xuân Thủy Giao Thủy Nam Định ảnh chính thức du lịch,Trạm quan sát chim Xuân Thủy Giao Thủy Nam Định Điểm tham quan văn hóa ảnh địa điểm du lịch,Trạm quan sát chim Xuân Thủy Giao Thủy Nam Định Wikimedia Commons,Trạm quan sát chim Xuân Thủy Giao Thủy Nam Định site:vietnam.travel OR site:vietnamtourism.gov.vn OR site:*.gov.vn,"Chỉ dùng image_url trực tiếp .jpg/.png/.webp; không dùng trang HTML, ảnh random, placeholder; phải ghi nguồn/credit."
NDI_0010,Công viên Vị Xuyên,Nam Định,Nam Định,TP Nam Định,"TP Nam Định, Nam Định",entertainment,Giải trí,Công viên/khu vui chơi,Điểm công viên/khu vui chơi tiêu biểu tại TP Nam Định.,3.7,7.4,optional,1,[],https://vietnamtourism.gov.vn/post/12251,Cục Du lịch Quốc gia Việt Nam; Vườn quốc gia Xuân Thủy; tổng hợp nguồn công khai,Nam Định - Trần/Phủ Dầy,Công viên Vị Xuyên TP Nam Định Nam Định ảnh chính thức du lịch,Công viên Vị Xuyên TP Nam Định Nam Định Công viên/khu vui chơi ảnh địa điểm du lịch,Công viên Vị Xuyên TP Nam Định Nam Định Wikimedia Commons,Công viên Vị Xuyên TP Nam Định Nam Định site:vietnam.travel OR site:vietnamtourism.gov.vn OR site:*.gov.vn,"Chỉ dùng image_url trực tiếp .jpg/.png/.webp; không dùng trang HTML, ảnh random, placeholder; phải ghi nguồn/credit."
NDI_0011,Quảng trường Hòa Bình Nam Định,Nam Định,Nam Định,TP Nam Định,"TP Nam Định, Nam Định",entertainment,Giải trí,Công viên/khu vui chơi,Điểm công viên/khu vui chơi tiêu biểu tại TP Nam Định.,3.7,7.4,optional,1,[],https://vietnamtourism.gov.vn/post/12251,Cục Du lịch Quốc gia Việt Nam; Vườn quốc gia Xuân Thủy; tổng hợp nguồn công khai,Nam Định - Trần/Phủ Dầy,Quảng trường Hòa Bình Nam Định TP Nam Định Nam Định ảnh chính thức du lịch,Quảng trường Hòa Bình Nam Định TP Nam Định Nam Định Công viên/khu vui chơi ảnh địa điểm du lịch,Quảng trường Hòa Bình Nam Định TP Nam Định Nam Định Wikimedia Commons,Quảng trường Hòa Bình Nam Định TP Nam Định Nam Định site:vietnam.travel OR site:vietnamtourism.gov.vn OR site:*.gov.vn,"Chỉ dùng image_url trực tiếp .jpg/.png/.webp; không dùng trang HTML, ảnh random, placeholder; phải ghi nguồn/credit."
NDI_0015,Vincom Plaza Nam Định,Nam Định,Nam Định,TP Nam Định,"TP Nam Định, Nam Định",entertainment,Giải trí,Công viên/khu vui chơi,Điểm công viên/khu vui chơi tiêu biểu tại TP Nam Định.,3.7,7.4,optional,1,[],https://vietnamtourism.gov.vn/post/12251,Cục Du lịch Quốc gia Việt Nam; Vườn quốc gia Xuân Thủy; tổng hợp nguồn công khai,Nam Định - Trần/Phủ Dầy,Vincom Plaza Nam Định TP Nam Định Nam Định ảnh chính thức du lịch,Vincom Plaza Nam Định TP Nam Định Nam Định Công viên/khu vui chơi ảnh địa điểm du lịch,Vincom Plaza Nam Định TP Nam Định Nam Định Wikimedia Commons,Vincom Plaza Nam Định TP Nam Định Nam Định site:vietnam.travel OR site:vietnamtourism.gov.vn OR site:*.gov.vn,"Chỉ dùng image_url trực tiếp .jpg/.png/.webp; không dùng trang HTML, ảnh random, placeholder; phải ghi nguồn/credit."
