place_id,name,province,category_main,category_sub,app_category
NDI_0040,Làng kèn đồng Phạm Pháo,Nam Định,Làng nghề,Trải nghiệm văn hóa,culture
NDI_0064,Làng nghề chạm gỗ La Xuyên,Nam Định,Làng nghề,Trải nghiệm văn hóa,culture
NDI_0072,Làng nghề cây cảnh Điền Xá,Nam Định,Làng nghề,Trải nghiệm văn hóa,culture
NDI_0073,Làng nghề dệt Cổ Chất,Nam Định,Làng nghề,Trải nghiệm văn hóa,culture
NDI_0086,Làng nghề kẹo Sìu Châu,Nam Định,Làng nghề,Trải nghiệm văn hóa,culture
NDI_0087,Làng nghề làm bánh gai Bà Thi,Nam Định,Làng nghề,Trải nghiệm văn hóa,culture
NDI_0041,Làng nghề làm muối Hải Hậu,Nam Định,Làng nghề,Trải nghiệm văn hóa,culture
NDI_0109,Làng nghề mộc La Xuyên,Nam Định,Làng nghề,Trải nghiệm văn hóa,culture
NDI_0110,Làng nghề nón Nghĩa Châu,Nam Định,Làng nghề,Trải nghiệm văn hóa,culture
NDI_0084,Làng nghề phở Vân Cù,Nam Định,Làng nghề,Trải nghiệm văn hóa,culture
NDI_0063,Làng nghề sơn mài Cát Đằng,Nam Định,Làng nghề,Trải nghiệm văn hóa,culture
NDI_0062,Làng nghề đúc đồng Tống Xá,Nam Định,Làng nghề,Trải nghiệm văn hóa,culture
NDI_0074,Làng nghề ươm tơ Cổ Chất,Nam Định,Làng nghề,Trải nghiệm văn hóa,culture
NDI_0042,Nhà thờ Giáo xứ Phạm Pháo,Nam Định,Tôn giáo,Nhà thờ Công giáo,religious
NDI_0043,Nhà thờ Hưng Nghĩa,Nam Định,Tôn giáo,Nhà thờ Công giáo,religious
NDI_0008,Nhà thờ Khoái Đồng,Nam Định,Tôn giáo,Nhà thờ Công giáo,religious
NDI_0092,Nhà thờ Kiên Lao,Nam Định,Tôn giáo,Nhà thờ Công giáo,religious
NDI_0061,Nhà thờ Nghĩa Hải,Nam Định,Tôn giáo,Nhà thờ Công giáo,religious
NDI_0097,Nhà thờ Ninh Cường,Nam Định,Tôn giáo,Nhà thờ Công giáo,religious
NDI_0056,Nhà thờ Quất Lâm,Nam Định,Tôn giáo,Nhà thờ Công giáo,religious
NDI_0044,Nhà thờ Quần Phương,Nam Định,Tôn giáo,Nhà thờ Công giáo,religious
NDI_0111,Nhà thờ Rạng Đông,Nam Định,Tôn giáo,Nhà thờ Công giáo,religious
NDI_0101,Nhà thờ Sa Châu,Nam Định,Tôn giáo,Nhà thờ Công giáo,religious
NDI_0029,Nhà thờ Trung Lao,Nam Định,Tôn giáo,Nhà thờ Công giáo,religious
NDI_0076,Nhà thờ Trung Linh,Nam Định,Tôn giáo,Nhà thờ Công giáo,religious
NDI_0030,Nhà thờ Xuân Dục,Nam Định,Tôn giáo,Nhà thờ Công giáo,religious
NDI_0091,Nhà thờ Xương Điền,Nam Định,Tôn giáo,Nhà thờ Công giáo,religious
NDI_0037,Nhà thờ đổ Hải Lý,Nam Định,Tôn giáo,Nhà thờ Công giáo,religious
NDI_0020,Phủ Tiên Hương,Nam Định,Tâm linh,Đền/phủ/miếu,religious
NDI_0021,Phủ Vân Cát,Nam Định,Tâm linh,Đền/phủ/miếu,religious
NDI_0114,Đê biển Giao Thủy,Nam Định,Thiên nhiên,Sinh thái/biển/hồ,beach
NDI_0075,Đền Am,Nam Định,Tâm linh,Đền/phủ/miếu,religious
NDI_0017,Đền Bảo Lộc,Nam Định,Tâm linh,Đền/phủ/miếu,religious
NDI_0003,Đền Cố Trạch,Nam Định,Tâm linh,Đền/phủ/miếu,religious
NDI_0108,Đền Cổ Ra,Nam Định,Tâm linh,Đền/phủ/miếu,religious
NDI_0067,Đền Gin,Nam Định,Tâm linh,Đền/phủ/miếu,religious
NDI_0023,Đền Khải Thánh,Nam Định,Tâm linh,Đền/phủ/miếu,religious
NDI_0089,Đền Liệt sĩ Hải Hậu,Nam Định,Tâm linh,Đền/phủ/miếu,religious
NDI_0083,Đền Liệt sĩ Nam Định,Nam Định,Tâm linh,Đền/phủ/miếu,religious
NDI_0096,Đền Ninh Cường,Nam Định,Tâm linh,Đền/phủ/miếu,religious
NDI_0002,Đền Thiên Trường,Nam Định,Tâm linh,Đền/phủ/miếu,religious
NDI_0093,Đền Thánh Kiên Lao,Nam Định,Tâm linh,Đền/phủ/miếu,religious
NDI_0070,Đền Vua Đinh Nam Trực,Nam Định,Tâm linh,Đền/phủ/miếu,religious
NDI_0080,Đền Vọng Cung,Nam Định,Tâm linh,Đền/phủ/miếu,religious
NDI_0105,Đền thờ Lê Đức Thọ,Nam Định,Tâm linh,Đền/phủ/miếu,religious
NDI_0071,Đền thờ Trạng nguyên Nguyễn Hiền,Nam Định,Tâm linh,Đền/phủ/miếu,religious
NDI_0103,Đền thờ Trần Quốc Tuấn Mỹ Lộc,Nam Định,Tâm linh,Đền/phủ/miếu,religious
NDI_0054,Đền thờ Đức Thánh Trần Giao Thủy,Nam Định,Tâm linh,Đền/phủ/miếu,religious
NDI_0078,Đền Đệ Tứ,Nam Định,Tâm linh,Đền/phủ/miếu,religious
NDI_0010,Công viên Vị Xuyên,Nam Định,Giải trí,Công viên/khu vui chơi,checkin
NDI_0011,Quảng trường Hòa Bình Nam Định,Nam Định,Giải trí,Công viên/khu vui chơi,checkin
NDI_0015,Vincom Plaza Nam Định,Nam Định,Giải trí,Công viên/khu vui chơi,checkin
NDI_0006,Bảo tàng Nam Định,Nam Định,Văn hóa,Bảo tàng/khu lưu niệm,culture
NDI_0053,Bến cá Quất Lâm,Nam Định,Di tích,Điểm tham quan văn hóa,heritage
NDI_0012,Chợ Rồng Nam Định,Nam Định,Ẩm thực,Chợ/đặc sản,food
NDI_0069,Chợ Viềng Nam Trực,Nam Định,Ẩm thực,Chợ/đặc sản,food
NDI_0035,Cầu ngói Chợ Lương,Nam Định,Ẩm thực,Chợ/đặc sản,food
NDI_0065,Cầu ngói chợ Thượng,Nam Định,Ẩm thực,Chợ/đặc sản,food
NDI_0007,Cột cờ Nam Định,Nam Định,Di tích,Điểm tham quan văn hóa,heritage
NDI_0051,Cửa Ba Lạt,Nam Định,Di tích,Điểm tham quan văn hóa,heritage
NDI_0026,Khu lưu niệm Tổng Bí thư Trường Chinh,Nam Định,Văn hóa,Bảo tàng/khu lưu niệm,culture
NDI_0098,Khu sinh thái Giao Phong,Nam Định,Di tích,Điểm tham quan văn hóa,heritage
NDI_0059,Khu sinh thái Nam Điền,Nam Định,Di tích,Điểm tham quan văn hóa,heritage
NDI_0100,Khu trải nghiệm nuôi ngao Giao Thủy,Nam Định,Di tích,Điểm tham quan văn hóa,heritage
NDI_0032,Làng Hành Thiện,Nam Định,Thiên nhiên,Biển đảo/rừng núi/sinh thái,beach
NDI_0022,Lăng Mẫu Liễu Hạnh,Nam Định,Di tích,Điểm tham quan văn hóa,heritage
NDI_0033,Nhà lưu niệm Cố Tổng Bí thư Lê Đức Thọ,Nam Định,Di tích,Điểm tham quan văn hóa,heritage
NDI_0016,Nhà lưu niệm Trần Tế Xương,Nam Định,Di tích,Điểm tham quan văn hóa,heritage
NDI_0013,Phố cổ Nam Định,Nam Định,Di tích,Điểm tham quan văn hóa,heritage
NDI_0014,Phố ẩm thực đêm Nam Định,Nam Định,Ẩm thực,Chợ/đặc sản,food
NDI_0052,Rừng ngập mặn Giao Thủy,Nam Định,Di tích,Điểm tham quan văn hóa,heritage
NDI_0060,Vùng muối Nghĩa Hưng,Nam Định,Di tích,Điểm tham quan văn hóa,heritage
NDI_0106,Đình Hành Thiện,Nam Định,Di tích,Đình làng,heritage
NDI_0095,Đình La Ngạn,Nam Định,Di tích,Đình làng,heritage
NDI_0081,Đình Vị Hoàng,Nam Định,Di tích,Đình làng,heritage
NA_0103,Biển Cửa Hiền - Cửa Lò mở rộng,Nghệ An,Thiên nhiên,Biển/rừng/danh thắng/sinh thái,beach
NA_0001,Bãi biển Cửa Lò,Nghệ An,Thiên nhiên,Biển/rừng/danh thắng/sinh thái,beach
NA_0091,Chợ Cửa Lò,Nghệ An,Thiên nhiên,Biển/rừng/danh thắng/sinh thái,beach
NA_0006,Chợ hải sản Cửa Lò,Nghệ An,Thiên nhiên,Biển/rừng/danh thắng/sinh thái,beach
NA_0063,Khu di tích Truông Bồn,Nghệ An,Văn hóa,Di tích lịch sử/bảo tàng,culture
NA_0015,Khu di tích quốc gia đặc biệt Kim Liên,Nghệ An,Văn hóa,Di tích lịch sử/bảo tàng,culture
NA_0016,Làng Sen quê Bác,Nghệ An,Văn hóa cộng đồng,Bản làng/chợ phiên,culture
NA_0018,Nhà tranh Bác Hồ tại Kim Liên,Nghệ An,Văn hóa,Di tích lịch sử/bảo tàng,culture
NA_0007,Phố đi bộ Cửa Lò,Nghệ An,Thiên nhiên,Biển/rừng/danh thắng/sinh thái,beach
NA_0002,Quảng trường Bình Minh Cửa Lò,Nghệ An,Thiên nhiên,Biển/rừng/danh thắng/sinh thái,beach
NA_0035,Thác Khe Kèm,Nghệ An,Thiên nhiên,Biển/rừng/danh thắng/sinh thái,beach
NA_0062,Truông Bồn,Nghệ An,Văn hóa,Di tích lịch sử/bảo tàng,culture
NA_0034,Vườn quốc gia Pù Mát,Nghệ An,Thiên nhiên,Biển/rừng/danh thắng/sinh thái,beach
NA_0058,Đền Cuông,Nghệ An,Tâm linh,Đền/phủ/miếu,religious
NA_0064,Đền Ông Hoàng Mười,Nghệ An,Tâm linh,Đền/phủ/miếu,religious
NA_0009,Biển Cửa Hiền,Nghệ An,Thiên nhiên,Biển/rừng/danh thắng/sinh thái,beach
NA_0011,Biển Diễn Thành,Nghệ An,Thiên nhiên,Biển/rừng/danh thắng/sinh thái,beach
NA_0012,Biển Quỳnh,Nghệ An,Thiên nhiên,Biển/rừng/danh thắng/sinh thái,beach
NA_0102,Bãi Lữ Beach,Nghệ An,Thiên nhiên,Biển/rừng/danh thắng/sinh thái,beach
NA_0010,Bãi Lữ Resort,Nghệ An,Thiên nhiên,Biển/rừng/danh thắng/sinh thái,beach
NA_0013,Bãi biển Quỳnh Phương,Nghệ An,Thiên nhiên,Biển/rừng/danh thắng/sinh thái,beach
NA_0043,Bản Cò Phạt,Nghệ An,Văn hóa cộng đồng,Bản làng/chợ phiên,culture
NA_0055,Bản Hoa Tiến,Nghệ An,Văn hóa cộng đồng,Bản làng/chợ phiên,culture
NA_0051,Bản Huồi Lụi,Nghệ An,Văn hóa cộng đồng,Bản làng/chợ phiên,culture
NA_0038,Bản Khe Rạn,Nghệ An,Văn hóa cộng đồng,Bản làng/chợ phiên,culture
NA_0046,Bản Mường Lống,Nghệ An,Văn hóa cộng đồng,Bản làng/chợ phiên,culture
NA_0037,Bản Nưa Con Cuông,Nghệ An,Văn hóa cộng đồng,Bản làng/chợ phiên,culture
NA_0039,Bản Xiềng,Nghệ An,Văn hóa cộng đồng,Bản làng/chợ phiên,culture
NA_0095,Bản du lịch cộng đồng Khe Rạn,Nghệ An,Văn hóa cộng đồng,Bản làng/chợ phiên,culture
NA_0094,Bản du lịch cộng đồng Nưa,Nghệ An,Văn hóa cộng đồng,Bản làng/chợ phiên,culture
NA_0024,Bảo tàng Xô Viết Nghệ Tĩnh,Nghệ An,Văn hóa,Di tích lịch sử/bảo tàng,culture
NA_0032,Chùa Cần Linh,Nghệ An,Tâm linh,Chùa/thiền viện,religious
NA_0005,Chùa Song Ngư,Nghệ An,Tâm linh,Chùa/thiền viện,religious
NA_0069,Chùa Đại Tuệ,Nghệ An,Tâm linh,Chùa/thiền viện,religious
NA_0047,Chợ Mường Xén,Nghệ An,Văn hóa cộng đồng,Bản làng/chợ phiên,culture
NA_0044,Cổng trời Mường Lống,Nghệ An,Văn hóa cộng đồng,Bản làng/chợ phiên,culture
NA_0053,Hang Bua,Nghệ An,Thiên nhiên,Biển/rừng/danh thắng/sinh thái,beach
NA_0098,Hang Thẳm Ồm,Nghệ An,Thiên nhiên,Biển/rừng/danh thắng/sinh thái,beach
NA_0099,Khe Bố,Nghệ An,Thiên nhiên,Biển/rừng/danh thắng/sinh thái,beach
NA_0042,Khe Nước Mọc,Nghệ An,Thiên nhiên,Biển/rừng/danh thắng/sinh thái,beach
NA_0021,Khu di tích Vua Mai Hắc Đế,Nghệ An,Văn hóa,Di tích lịch sử/bảo tàng,culture
NA_0019,Khu mộ bà Hoàng Thị Loan,Nghệ An,Tâm linh,Đền/phủ/miếu,religious
NA_0073,Khu sinh thái Mường Thanh Safari Land,Nghệ An,Văn hóa cộng đồng,Bản làng/chợ phiên,culture
NA_0017,Làng Hoàng Trù,Nghệ An,Văn hóa cộng đồng,Bản làng/chợ phiên,culture
NA_0056,Làng nghề dệt thổ cẩm Hoa Tiến,Nghệ An,Văn hóa cộng đồng,Bản làng/chợ phiên,culture
NA_0089,Làng nghề mây tre đan Nghi Lộc,Nghệ An,Văn hóa cộng đồng,Bản làng/chợ phiên,culture
NA_0087,Làng nghề nước mắm Cửa Hội,Nghệ An,Văn hóa cộng đồng,Bản làng/chợ phiên,culture
NA_0090,Làng nghề nước mắm Quỳnh Dị,Nghệ An,Văn hóa cộng đồng,Bản làng/chợ phiên,culture
NA_0088,Làng nghề nồi đất Trù Sơn,Nghệ An,Văn hóa cộng đồng,Bản làng/chợ phiên,culture
NA_0086,Làng nghề tương Nam Đàn,Nghệ An,Văn hóa cộng đồng,Bản làng/chợ phiên,culture
NA_0100,Lòng hồ thủy điện Bản Vẽ,Nghệ An,Tâm linh,Đền/phủ/miếu,religious
NA_0105,Nhà thờ họ Nguyễn Trường Tộ,Nghệ An,Văn hóa,Di tích lịch sử/bảo tàng,culture
NA_0023,Núi Chung,Nghệ An,Thiên nhiên,Biển/rừng/danh thắng/sinh thái,beach
NA_0072,Núi Dũng Quyết,Nghệ An,Thiên nhiên,Biển/rừng/danh thắng/sinh thái,beach
NA_0059,Núi Mộ Dạ,Nghệ An,Thiên nhiên,Biển/rừng/danh thắng/sinh thái,beach
NA_0083,Núi Quyết,Nghệ An,Thiên nhiên,Biển/rừng/danh thắng/sinh thái,beach
NA_0070,Núi Đại Huệ,Nghệ An,Thiên nhiên,Biển/rừng/danh thắng/sinh thái,beach
NA_0025,Quảng trường Hồ Chí Minh,Nghệ An,Thiên nhiên,Biển/rừng/danh thắng/sinh thái,beach
NA_0050,Thác 7 tầng Quế Phong,Nghệ An,Thiên nhiên,Biển/rừng/danh thắng/sinh thái,beach
NA_0049,Thác Sao Va,Nghệ An,Thiên nhiên,Biển/rừng/danh thắng/sinh thái,beach
NA_0077,Thác Vình,Nghệ An,Thiên nhiên,Biển/rừng/danh thắng/sinh thái,beach
NA_0026,Tượng đài Bác Hồ tại Vinh,Nghệ An,Thiên nhiên,Biển/rừng/danh thắng/sinh thái,beach
NA_0004,Đảo Hòn Ngư,Nghệ An,Thiên nhiên,Biển/rừng/danh thắng/sinh thái,beach
NA_0003,Đảo Lan Châu,Nghệ An,Thiên nhiên,Biển/rừng/danh thắng/sinh thái,beach
NA_0014,Đảo Mắt,Nghệ An,Thiên nhiên,Biển/rừng/danh thắng/sinh thái,beach
NA_0074,Đảo chè Thanh Chương,Nghệ An,Thiên nhiên,Biển/rừng/danh thắng/sinh thái,beach
NA_0101,Đập thủy điện Bản Vẽ,Nghệ An,Tâm linh,Đền/phủ/miếu,religious
NA_0076,Đền Bạch Mã,Nghệ An,Tâm linh,Đền/phủ/miếu,religious
NA_0020,Đền Chung Sơn,Nghệ An,Tâm linh,Đền/phủ/miếu,religious
NA_0060,Đền Cờn,Nghệ An,Tâm linh,Đền/phủ/miếu,religious
NA_0065,Đền Hoàng Mười,Nghệ An,Tâm linh,Đền/phủ/miếu,religious
NA_0033,Đền Hồng Sơn,Nghệ An,Tâm linh,Đền/phủ/miếu,religious
NA_0066,Đền Nguyễn Xí,Nghệ An,Tâm linh,Đền/phủ/miếu,religious
NA_0061,Đền Quả Sơn,Nghệ An,Tâm linh,Đền/phủ/miếu,religious
NA_0106,Đền Rậm,Nghệ An,Tâm linh,Đền/phủ/miếu,religious
NA_0081,Đền Vạn Cửa Rào,Nghệ An,Tâm linh,Đền/phủ/miếu,religious
NA_0071,Đền thờ Hoàng Đế Quang Trung,Nghệ An,Tâm linh,Đền/phủ/miếu,religious
NA_0022,Đền thờ Mai Hắc Đế,Nghệ An,Tâm linh,Đền/phủ/miếu,religious
NA_0104,Đền thờ Nguyễn Du ở Nghệ An,Nghệ An,Tâm linh,Đền/phủ/miếu,religious
NA_0067,Đền thờ Phan Bội Châu,Nghệ An,Tâm linh,Đền/phủ/miếu,religious
NA_0045,Đỉnh Puxailaileng,Nghệ An,Thiên nhiên,Biển/rừng/danh thắng/sinh thái,beach
NA_0093,Chợ Con Cuông,Nghệ An,Ẩm thực,Chợ/đặc sản,food
NA_0084,Chợ Ga Vinh,Nghệ An,Ẩm thực,Chợ/đặc sản,food
NA_0052,Chợ Quế Phong,Nghệ An,Ẩm thực,Chợ/đặc sản,food
NA_0057,Chợ Quỳ Châu,Nghệ An,Ẩm thực,Chợ/đặc sản,food
NA_0029,Chợ Vinh,Nghệ An,Ẩm thực,Chợ/đặc sản,food
NA_0092,Chợ Đô Lương,Nghệ An,Ẩm thực,Chợ/đặc sản,food
NA_0078,Cánh đồng hoa hướng dương Nghĩa Đàn,Nghệ An,Di tích,Điểm tham quan văn hóa,heritage
NA_0028,Công viên Nguyễn Tất Thành,Nghệ An,Giải trí,Công viên/khu vui chơi,checkin
NA_0048,Cửa khẩu Nậm Cắn,Nghệ An,Di tích,Điểm tham quan văn hóa,heritage
NA_0082,Cửa khẩu Thanh Thủy Nghệ An,Nghệ An,Di tích,Điểm tham quan văn hóa,heritage
NA_0085,Ga Vinh,Nghệ An,Thiên nhiên,Biển đảo/rừng núi/sinh thái,beach
NA_0096,Khu bảo tồn thiên nhiên Pù Hoạt,Nghệ An,Di tích,Điểm tham quan văn hóa,heritage
NA_0097,Khu bảo tồn thiên nhiên Pù Huống,Nghệ An,Di tích,Điểm tham quan văn hóa,heritage
NA_0008,Khu du lịch Cửa Hội,Nghệ An,Thiên nhiên,Biển đảo/rừng núi/sinh thái,beach
NA_0068,Nhà lưu niệm Phan Bội Châu,Nghệ An,Di tích,Điểm tham quan văn hóa,heritage
NA_0031,Nhà thờ Cầu Rầm,Nghệ An,Di tích,Điểm tham quan văn hóa,heritage
NA_0036,Rừng săng lẻ Tam Đình,Nghệ An,Di tích,Đình làng,heritage
NA_0040,Sông Giăng,Nghệ An,Di tích,Điểm tham quan văn hóa,heritage
NA_0027,Thành cổ Vinh,Nghệ An,Thiên nhiên,Biển đảo/rừng núi/sinh thái,beach
NA_0054,Thẩm Ồm,Nghệ An,Di tích,Điểm tham quan văn hóa,heritage
NA_0079,Trang trại bò sữa TH True Milk,Nghệ An,Di tích,Điểm tham quan văn hóa,heritage
NA_0030,Vincom Plaza Vinh,Nghệ An,Thiên nhiên,Biển đảo/rừng núi/sinh thái,beach
NA_0041,Đập Phà Lài,Nghệ An,Di tích,Điểm tham quan văn hóa,heritage
NA_0075,Đồi chè Thanh Chương,Nghệ An,Làng nghề,Trải nghiệm văn hóa,culture
NA_0080,Đồi hoa Tam Giác Mạch Nghĩa Đàn,Nghệ An,Di tích,Điểm tham quan văn hóa,heritage
NB_0023,Bản Mường Cúc Phương,Ninh Bình,Thiên nhiên,Danh thắng/sinh thái,nature
NB_0030,Bảo tháp Bái Đính,Ninh Bình,Tâm linh,Chùa/thiền viện,religious
NB_0004,Bến thuyền Tam Cốc,Ninh Bình,Thiên nhiên,Danh thắng/sinh thái,nature
NB_0025,Bến thuyền Vân Long,Ninh Bình,Thiên nhiên,Danh thắng/sinh thái,nature
NB_0028,Chùa Bái Đính cổ,Ninh Bình,Tâm linh,Chùa/thiền viện,religious
NB_0029,Chùa Bái Đính mới,Ninh Bình,Tâm linh,Chùa/thiền viện,religious
NB_0008,Cố đô Hoa Lư,Ninh Bình,Di tích,Điểm tham quan văn hóa,heritage
NB_0070,Hang Ba Tam Cốc,Ninh Bình,Thiên nhiên,Danh thắng/sinh thái,mountain
NB_0068,Hang Cả Tam Cốc,Ninh Bình,Thiên nhiên,Danh thắng/sinh thái,mountain
NB_0069,Hang Hai Tam Cốc,Ninh Bình,Thiên nhiên,Danh thắng/sinh thái,mountain
NB_0006,Hang Múa,Ninh Bình,Thiên nhiên,Danh thắng/sinh thái,mountain
NB_0064,Hang Sáng Tràng An,Ninh Bình,Thiên nhiên,Danh thắng/sinh thái,mountain
NB_0063,Hang Tối Tràng An,Ninh Bình,Thiên nhiên,Danh thắng/sinh thái,mountain
NB_0024,Khu bảo tồn thiên nhiên Vân Long,Ninh Bình,Thiên nhiên,Danh thắng/sinh thái,nature
NB_0014,Khu du lịch Thung Nham,Ninh Bình,Di tích,Điểm tham quan văn hóa,heritage
NB_0002,Khu du lịch sinh thái Tràng An,Ninh Bình,Thiên nhiên,Danh thắng/sinh thái,nature
NB_0027,Khu du lịch tâm linh Bái Đính,Ninh Bình,Tâm linh,Chùa/thiền viện,religious
NB_0036,Nhà thờ Trái Tim Phát Diệm,Ninh Bình,Tôn giáo,Nhà thờ Công giáo,religious
NB_0035,Nhà thờ đá Phát Diệm,Ninh Bình,Tôn giáo,Nhà thờ Công giáo,religious
NB_0051,Phố cổ Hoa Lư,Ninh Bình,Di tích,Điểm tham quan văn hóa,heritage
NB_0001,Quần thể danh thắng Tràng An,Ninh Bình,Thiên nhiên,Danh thắng/sinh thái,nature
NB_0003,Tam Cốc - Bích Động,Ninh Bình,Tâm linh,Chùa/thiền viện,religious
NB_0020,Trung tâm cứu hộ linh trưởng Cúc Phương,Ninh Bình,Thiên nhiên,Danh thắng/sinh thái,nature
NB_0015,Vườn chim Thung Nham,Ninh Bình,Di tích,Điểm tham quan văn hóa,heritage
NB_0019,Vườn quốc gia Cúc Phương,Ninh Bình,Thiên nhiên,Danh thắng/sinh thái,nature
NB_0026,Đầm Vân Long,Ninh Bình,Thiên nhiên,Danh thắng/sinh thái,nature
NB_0072,Đền Trần Tràng An,Ninh Bình,Tâm linh,Đền/phủ/miếu,religious
NB_0013,Chùa Am Tiên,Ninh Bình,Tâm linh,Chùa/thiền viện,religious
NB_0060,Chùa Bàn Long,Ninh Bình,Tâm linh,Chùa/thiền viện,religious
NB_0005,Chùa Bích Động,Ninh Bình,Tâm linh,Chùa/thiền viện,religious
NB_0071,Chùa Duyên Ninh,Ninh Bình,Tâm linh,Chùa/thiền viện,religious
NB_0011,Chùa Nhất Trụ,Ninh Bình,Tâm linh,Chùa/thiền viện,religious
NB_0048,Chùa Non Nước Ninh Bình,Ninh Bình,Tâm linh,Chùa/thiền viện,religious
NB_0046,Chùa Địch Lộng,Ninh Bình,Tâm linh,Chùa/thiền viện,religious
NB_0022,Cây chò ngàn năm,Ninh Bình,Di tích,Điểm tham quan văn hóa,heritage
NB_0037,Cồn Nổi Kim Sơn,Ninh Bình,Thiên nhiên,Danh thắng/sinh thái,nature
NB_0018,Hang Bụt,Ninh Bình,Thiên nhiên,Danh thắng/sinh thái,mountain
NB_0076,Hang Mã Tiên,Ninh Bình,Thiên nhiên,Danh thắng/sinh thái,mountain
NB_0065,Hành cung Vũ Lâm,Ninh Bình,Di tích,Điểm tham quan văn hóa,heritage
NB_0031,Hồ Đồng Chương,Ninh Bình,Thiên nhiên,Danh thắng/sinh thái,nature
NB_0041,Hồ Đồng Thái,Ninh Bình,Thiên nhiên,Danh thắng/sinh thái,nature
NB_0074,Hồ Đồng Thái Resort,Ninh Bình,Thiên nhiên,Danh thắng/sinh thái,nature
NB_0039,Khu du lịch hồ Yên Thắng,Ninh Bình,Thiên nhiên,Danh thắng/sinh thái,nature
NB_0032,Kênh Gà - Vân Trình,Ninh Bình,Di tích,Điểm tham quan văn hóa,heritage
NB_0057,Làng nghề cói Kim Sơn,Ninh Bình,Làng nghề,Trải nghiệm văn hóa,culture
NB_0058,Làng nghề gốm Bồ Bát,Ninh Bình,Làng nghề,Trải nghiệm văn hóa,culture
NB_0059,Làng nghề mộc Phúc Lộc,Ninh Bình,Làng nghề,Trải nghiệm văn hóa,culture
NB_0055,Làng thêu Văn Lâm,Ninh Bình,Làng nghề,Trải nghiệm văn hóa,culture
NB_0056,Làng đá mỹ nghệ Ninh Vân,Ninh Bình,Di tích,Điểm tham quan văn hóa,heritage
NB_0077,Núi Kỳ Lân,Ninh Bình,Thiên nhiên,Danh thắng/sinh thái,mountain
NB_0049,Núi Non Nước,Ninh Bình,Thiên nhiên,Danh thắng/sinh thái,mountain
NB_0042,Phòng tuyến Tam Điệp - Biện Sơn,Ninh Bình,Thiên nhiên,Biển đảo/rừng núi/sinh thái,beach
NB_0073,Phủ Khống,Ninh Bình,Tâm linh,Đền/phủ/miếu,religious
NB_0033,Suối khoáng Kênh Gà,Ninh Bình,Thiên nhiên,Danh thắng/sinh thái,mountain
NB_0050,Sông Vân,Ninh Bình,Di tích,Điểm tham quan văn hóa,heritage
NB_0038,Vùng bãi bồi Kim Sơn,Ninh Bình,Di tích,Điểm tham quan văn hóa,heritage
NB_0075,Vườn dứa Tam Điệp,Ninh Bình,Di tích,Điểm tham quan văn hóa,heritage
NB_0043,Đèo Ba Dội,Ninh Bình,Di tích,Điểm tham quan văn hóa,heritage
NB_0044,Đền Dâu Tam Điệp,Ninh Bình,Tâm linh,Đền/phủ/miếu,religious
NB_0045,Đền Quán Cháo,Ninh Bình,Tâm linh,Đền/phủ/miếu,religious
NB_0066,Đền Thái Vi,Ninh Bình,Tâm linh,Đền/phủ/miếu,religious
NB_0010,Đền vua Lê Đại Hành,Ninh Bình,Tâm linh,Đền/phủ/miếu,religious
NB_0009,Đền vua Đinh Tiên Hoàng,Ninh Bình,Tâm linh,Đền/phủ/miếu,religious
NB_0007,Đỉnh Ngọa Long,Ninh Bình,Di tích,Điểm tham quan văn hóa,heritage
NB_0012,Động Am Tiên,Ninh Bình,Thiên nhiên,Danh thắng/sinh thái,nature
NB_0021,Động Người Xưa,Ninh Bình,Thiên nhiên,Danh thắng/sinh thái,nature
NB_0061,Động Thiên Hà,Ninh Bình,Thiên nhiên,Danh thắng/sinh thái,nature
NB_0067,Động Thiên Hương,Ninh Bình,Thiên nhiên,Danh thắng/sinh thái,nature
NB_0062,Động Thiên Thanh,Ninh Bình,Thiên nhiên,Danh thắng/sinh thái,nature
NB_0017,Động Tiên Cá,Ninh Bình,Thiên nhiên,Danh thắng/sinh thái,nature
NB_0016,Động Vái Giời,Ninh Bình,Thiên nhiên,Danh thắng/sinh thái,mountain
NB_0034,Động Vân Trình,Ninh Bình,Thiên nhiên,Danh thắng/sinh thái,nature
NB_0047,Động Địch Lộng,Ninh Bình,Thiên nhiên,Danh thắng/sinh thái,mountain
NB_0053,Bảo tàng Ninh Bình,Ninh Bình,Văn hóa,Bảo tàng/khu lưu niệm,culture
NB_0052,Chợ Rồng Ninh Bình,Ninh Bình,Ẩm thực,Chợ/đặc sản,food
NB_0054,Công viên khủng long Ninh Bình,Ninh Bình,Giải trí,Công viên/khu vui chơi,checkin
NB_0040,Sân golf Hoàng Gia,Ninh Bình,Giải trí,Công viên/khu vui chơi,checkin
NT_0018,Bãi Tràng Mũi Dinh,Ninh Thuận,Tâm linh,Đền/tháp/miếu/lăng,religious
NT_0010,Bãi biển Ninh Chữ,Ninh Thuận,Thiên nhiên,Biển đảo/đồi cát/rừng núi/sinh thái,beach
NT_0053,Bãi đá Trứng Vĩnh Hy,Ninh Thuận,Thiên nhiên,Biển đảo/đồi cát/rừng núi/sinh thái,beach
NT_0009,Cung đường ven biển Vĩnh Hy - Bình Tiên,Ninh Thuận,Thiên nhiên,Biển đảo/đồi cát/rừng núi/sinh thái,beach
